temperature,wavenumber,cia_coefficient,uncertainty
296,9120.99,5.22617286473775E-8,2.90846780979314E-10
296,9121,5.22681123584908E-8,2.90765733682354E-10
296,9121.01,5.22745243799174E-8,2.90747675067374E-10
296,9121.02,5.22809645984398E-8,2.90723840561083E-10
296,9121.03,5.22874329008404E-8,2.90792246168414E-10
296,9121.04,5.22939291739019E-8,2.90935647379125E-10
296,9121.05,5.23004533044069E-8,2.91200531977564E-10
296,9121.06,5.23070051791378E-8,2.91370308497128E-10
296,9121.07,5.23135846848771E-8,2.91444418259739E-10
296,9121.08,5.23201917084075E-8,2.9154454558246E-10
296,9121.09,5.23268261365115E-8,2.91797818841586E-10
296,9121.1,5.23334878559716E-8,2.91843428080378E-10
296,9121.11,5.23401767535703E-8,2.91895147821061E-10
296,9121.12,5.23468927160902E-8,2.9200073150847E-10
296,9121.13,5.23536356303139E-8,2.92073701154964E-10
296,9121.14,5.23604053830238E-8,2.92092737638688E-10
296,9121.15,5.23672018610026E-8,2.92031205899544E-10
296,9121.16,5.23740249510327E-8,2.91915757280547E-10
296,9121.17,5.23808745398968E-8,2.91803401625117E-10
296,9121.18,5.23877505143772E-8,2.91888994272957E-10
296,9121.19,5.23946527612567E-8,2.92118225634894E-10
296,9121.2,5.24015811673177E-8,2.92223405645544E-10
296,9121.21,5.24085356193428E-8,2.92110385531054E-10
296,9121.22,5.24155160041144E-8,2.91917029808685E-10
296,9121.23,5.24225222084152E-8,2.91799032508782E-10
296,9121.24,5.24295541190278E-8,2.91775367857515E-10
296,9121.25,5.24366116227345E-8,2.92024140278868E-10
296,9121.26,5.24436946063181E-8,2.92262444227527E-10
296,9121.27,5.24508029565609E-8,2.92621805309139E-10
296,9121.28,5.24579365602456E-8,2.92836389911992E-10
296,9121.29,5.24650953041547E-8,2.92789747761582E-10
296,9121.3,5.24722790750708E-8,2.92915469554245E-10
296,9121.31,5.24794877597763E-8,2.93141937526646E-10
296,9121.32,5.24867212450539E-8,2.93129462871831E-10
296,9121.33,5.24939794176861E-8,2.93044669480084E-10
296,9121.34,5.25012621644553E-8,2.92990893328022E-10
296,9121.35,5.25085693721443E-8,2.93076884128559E-10
296,9121.36,5.25159009275354E-8,2.92957880915888E-10
296,9121.37,5.25232567174112E-8,2.9263665089159E-10
296,9121.38,5.25306366285543E-8,2.92329641544457E-10
296,9121.39,5.25380405477473E-8,2.9217294885489E-10
296,9121.4,5.25454683617726E-8,2.92250918463151E-10
296,9121.41,5.25529199574128E-8,2.92573968705092E-10
296,9121.42,5.25603952214504E-8,2.92616109495264E-10
296,9121.43,5.25678940406681E-8,2.92555830435788E-10
296,9121.44,5.25754163018482E-8,2.92604975901682E-10
296,9121.45,5.25829618917735E-8,2.9266912380565E-10
296,9121.46,5.25905306972263E-8,2.92777230168751E-10
296,9121.47,5.25981226049893E-8,2.92844488317422E-10
296,9121.48,5.2605737501845E-8,2.92728276634379E-10
296,9121.49,5.26133752745759E-8,2.92522284825678E-10
296,9121.5,5.26210358099646E-8,2.92410326037591E-10
296,9121.51,5.26287189947936E-8,2.9228409382089E-10
296,9121.52,5.26364247158455E-8,2.92152285942838E-10
296,9121.53,5.26441528599028E-8,2.92200802218099E-10
296,9121.54,5.2651903313748E-8,2.92256092948486E-10
296,9121.55,5.26596759641637E-8,2.92487763756029E-10
296,9121.56,5.26674706979325E-8,2.92694295759759E-10
296,9121.57,5.26752874018368E-8,2.92679482840442E-10
296,9121.58,5.26831259626592E-8,2.92597857712296E-10
296,9121.59,5.26909862671823E-8,2.92677447033556E-10
296,9121.6,5.26988682021885E-8,2.92866655966801E-10
296,9121.61,5.27067716544606E-8,2.92943193339627E-10
296,9121.62,5.27146965107808E-8,2.93009043270244E-10
296,9121.63,5.27226426579319E-8,2.93209990655852E-10
296,9121.64,5.27306099826964E-8,2.93395619943926E-10
296,9121.65,5.27385983718568E-8,2.93500942532318E-10
296,9121.66,5.27466077121956E-8,2.93465521046414E-10
296,9121.67,5.27546378904954E-8,2.93332054828961E-10
296,9121.68,5.27626887935387E-8,2.93118397475209E-10
296,9121.69,5.27707603081081E-8,2.92816559873844E-10
296,9121.7,5.27788523209861E-8,2.92394948808493E-10
296,9121.71,5.27869647189552E-8,2.92075450528887E-10
296,9121.72,5.2795097388798E-8,2.92005325802886E-10
296,9121.73,5.28032502172971E-8,2.9198741947376E-10
296,9121.74,5.2811423091235E-8,2.92022933085103E-10
